species,toes,date,sex,svl,tl,rtl_orig,mass,paint.mark,location,meters,newRecap,painted,misc,vial,year,rtl,autotomized,new.recap_orig,sighting,review_sex,review_species,review_painted,review_new.recap,review_rtl,forceMale,forceFemale,forceRecap,forceNew,forceSighting,drop_species,drop_morphometrics,tl_svl,mass_svl,year_diff,svl_diff,earliestSighting,liznumber
j,1-9-12-17,2000-03-24,m,75.0,104.0,0.0,14.0,r93c,pyramidR,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3866666666666667,0.18666666666666668,0,0.0,2000-03-24,597
j,1-9-12-18,2000-03-24,m,64.0,84.0,0.0,7.5,r96c,rt wall 10m ^ s-curve,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3125,0.1171875,0,0.0,2000-03-24,599
j,1-9-12-19,2000-03-24,f,60.0,79.0,0.0,7.0,r98c,wall v cave trail on rt,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3166666666666667,0.11666666666666667,0,0.0,2000-03-24,94
j,3-14-15-16-18,2000-03-24,f,64.0,66.0,32.0,10.0,r95c,pyramidR,,,,,nan,2000.0,32.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.03125,0.15625,0,0.0,2000-03-24,257
j,5-10-15-18,2000-03-24,m,81.0,110.0,0.0,15.0,r91c,peak at 2falls/pool,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3580246913580247,0.18518518518518517,0,0.0,2000-03-24,845
j,5-10-15-20,2000-03-24,m,85.0,119.0,0.0,18.3,r94c,pyramidR,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.4,0.21529411764705883,0,0.0,2000-03-24,846
j,5-6-15-18,2000-03-24,f,66.0,91.0,0.0,10.6,r87c,wall on rt side v H3,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.378787878787879,0.1606060606060606,0,0.0,2000-03-24,409
j,5-7-15-18,2000-03-24,m,70.0,64.0,-1.0,9.5,r97c,Rs 10m ^ slab on opp side,,,,,nan,2000.0,0.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,0.9142857142857143,0.1357142857142857,0,0.0,2000-03-24,877
j,1-12-16,2000-03-25,m,85.0,94.0,30.0,16.5,r104c,bottom wall rt side v cave trail,,,,,nan,2000.0,30.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.1058823529411765,0.19411764705882353,0,0.0,2000-03-25,543
j,1-8,2000-03-25,m,91.0,122.0,0.0,22.5,r99c,top wall v CC/CCC,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3406593406593406,0.24725274725274726,0,0.0,2000-03-25,590
j,1-9-12-20,2000-03-25,m,87.0,114.0,0.0,16.0,r100c,pyramid,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3103448275862069,0.1839080459770115,0,0.0,2000-03-25,600
j,2-10-13,2000-03-25,f,51.0,69.0,0.0,3.5,r103c, 1 tripleR,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3529411764705883,0.06862745098039216,0,0.0,2000-03-25,151
j,5-9-12-19,2000-03-25,m,79.0,104.0,0.0,14.5,r102c,peak at 2falls/pool (on lft side),,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3164556962025316,0.18354430379746836,0,0.0,2000-03-25,899
j,5-9-12-20,2000-03-25,m,84.0,113.0,0.0,16.0,r101c,rt R ^ pool,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3452380952380953,0.19047619047619047,0,0.0,2000-03-25,900
j,1-18,2000-06-23,f,63.0,67.0,20.0,9.5,o3a,wall 5m V juniper crossing,,,,,nan,2000.0,20.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.0634920634920635,0.15079365079365079,0,5.0,2000-03-17,50
j,1-19,2000-06-23,m,70.0,95.0,0.0,12.0,o4a,R pile opp H 4,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3571428571428572,0.17142857142857143,0,8.0,2000-03-17,563
j,2-12-17,2000-06-23,m,66.0,70.0,41.0,9.3,o2a,same location,,,,,nan,2000.0,41.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.0606060606060606,0.14090909090909093,0,0.0,2000-06-23,648
j,2-12-18,2000-06-23,m,66.0,92.0,0.0,11.7,o5a,juniper crossing stream bed at CC/CCC,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.393939393939394,0.17727272727272725,0,0.0,2000-06-23,649
j,2-12-19,2000-06-23,m,68.0,93.0,0.0,12.0,o9a,R at pool,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3676470588235294,0.17647058823529413,0,0.0,2000-06-23,650
j,2-14-20,2000-06-23,f,65.0,64.0,34.0,10.0,o7a,rock outcrop between 1 & 2 tripleR,,,,,nan,2000.0,34.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,0.9846153846153847,0.15384615384615385,0,0.0,2000-06-23,165
j,4-6-12-20,2000-06-23,m,79.0,77.0,1.0,17.0,o10a,sb halfway between 1 fall and cave trail,,,,,nan,2000.0,1.0,autotomized,,,True,False,False,True,False,True,False,False,False,False,False,False,0.9746835443037974,0.21518987341772153,0,12.0,2000-06-23,810
j,5-10-15-16,2000-06-23,m,87.0,73.0,48.0,24.5,o1a,wall opp and v cave trail,,,,,nan,2000.0,48.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,0.8390804597701149,0.28160919540229884,0,0.0,2000-06-23,844
j,8-15-19,2000-06-23,m,68.0,93.0,0.0,10.7,o8a,R above chute ,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3676470588235294,0.15735294117647058,0,15.0,2000-03-18,959
j,9-15-19,2000-06-23,f,60.0,87.0,0.0,6.7,o6a,junction CC/CCC,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.45,0.11166666666666666,0,10.0,2000-03-18,510
j,3,2000-06-24,m,98.0,108.0,30.0,31.0,o13a,R outcrop on left between triple rocks ,,,,,nan,2000.0,30.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.1020408163265305,0.3163265306122449,0,0.0,2000-06-24,715
j,1-13-19,2000-06-24,f,63.0,93.0,0.0,6.7,o11a,halfway between 1 falls and cave trail,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.4761904761904763,0.10634920634920635,0,11.0,2000-03-17,38
j,1-15-16,2000-06-24,m,65.0,72.0,25.0,8.5,o20a,sb 4m v old juniper xing,,,,,nan,2000.0,25.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.1076923076923078,0.13076923076923078,0,7.0,2000-03-17,556
j,1-9-12-16,2000-06-24,m,62.0,89.0,0.0,8.9,o14a,3m v rt rock outcrop opp pine rock,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,True,False,False,False,False,False,False,1.435483870967742,0.1435483870967742,0,7.0,2000-03-24,596
j,2-13-19,2000-06-24,f,58.0,63.0,42.0,6.6,o16a,pine rock,,,,,nan,2000.0,42.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.0862068965517242,0.11379310344827585,0,0.0,2000-06-24,160
j,2-5-16,2000-06-24,m,84.0,62.0,10.0,18.7,o17c,2 falls,,,,,nan,2000.0,10.0,autotomized,,,True,False,False,True,False,True,False,False,False,False,False,False,0.7380952380952381,0.2226190476190476,0,0.0,2000-06-24,660
j,4-13-20,2000-06-24,m,88.0,93.0,-1.0,23.0,o18a,right wall @ pool,,,,,nan,2000.0,0.0,autotomized,,,True,False,False,True,False,True,False,False,False,False,False,False,1.0568181818181819,0.26136363636363635,0,3.0,2000-03-18,796
j,4-15-16,2000-06-24,m,88.0,100.0,21.0,25.0,o19a,slab ,,,,,nan,2000.0,21.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.1363636363636365,0.2840909090909091,0,0.0,2000-06-24,797
